SeqID:00000001 01331011->0133AF3A                                                  EAX=00E319A0 ECX=00000001 EDX=0009E208 EBX=76D341B5 ESP=001EF7FC EBP=001EF818 ESI=00000000 EDI=00000000 EFLAG=00000202
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=00000020 ECX=00000000 EDX=0133BD36 EBX=5723BD59 ESP=001EF704 EBP=001EF7D6 ESI=013E2CE7 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000001C ECX=00000000 EDX=01330202 EBX=5723BD3D ESP=001EF704 EBP=001EF7D8 ESI=013E2CE8 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0047AD95 ECX=00000000 EDX=0047AD95 EBX=5723BD3C ESP=001EF704 EBP=001EF7D8 ESI=013E2CE9 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=00000000 EDX=00000206 EBX=5723BDD3 ESP=001EF704 EBP=001EF7DC ESI=013E2CEB EDI=001EF704 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=00000000 EDX=0133C2E4 EBX=5723BD1F ESP=001EF704 EBP=001EF7DC ESI=013E2CEC EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000003C ECX=00000000 EDX=00F30000 EBX=5723BDE3 ESP=001EF704 EBP=001EF7D8 ESI=013E2CED EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=00F30000 EBX=5723BDE3 ESP=001EF704 EBP=001EF7D8 ESI=013E2CED EDI=001EF704 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=00000000 EDX=0133AFB0 EBX=5723BDD3 ESP=001EF704 EBP=001EF7D8 ESI=013E2CEE EDI=001EF704 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00F30000 ECX=00000000 EDX=0133AFB0 EBX=5723BDD3 ESP=001EF704 EBP=001EF7D8 ESI=013E2CEE EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00F30000 ECX=00000000 EDX=0133AFB0 EBX=5723BDD3 ESP=001EF704 EBP=001EF7D8 ESI=013E2CEE EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000008 ECX=00000000 EDX=00000206 EBX=5723BD70 ESP=001EF704 EBP=001EF7DC ESI=013E2CF0 EDI=001EF704 EFLAG=00000202
SeqID:00000013 0133AF00->0133CDFE                                                  EAX=00000049 ECX=00000000 EDX=0133AF00 EBX=5723BD27 ESP=001EF704 EBP=001EF7DC ESI=013E2CF1 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=F9DDE521 ECX=00000000 EDX=0133AF00 EBX=5723BD27 ESP=001EF704 EBP=001EF7DC ESI=013E2CF1 EDI=001EF704 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=00000000 EDX=0133AFB0 EBX=5723BD17 ESP=001EF704 EBP=001EF7DC ESI=013E2CF2 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=F9DDE521 ECX=00000000 EDX=0133AFB0 EBX=5723BD17 ESP=001EF704 EBP=001EF7DC ESI=013E2CF2 EDI=001EF704 EFLAG=00000283
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000001C ECX=00000000 EDX=00000283 EBX=5723BDA6 ESP=001EF704 EBP=001EF7E0 ESI=013E2CF4 EDI=001EF704 EFLAG=00000212
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=00000000 EDX=0133C2E4 EBX=5723BDF2 ESP=001EF704 EBP=001EF7E0 ESI=013E2CF5 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000004 ECX=00000000 EDX=00000001 EBX=5723BDEE ESP=001EF704 EBP=001EF7DC ESI=013E2CF6 EDI=001EF704 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=00000001 EBX=5723BDEE ESP=001EF704 EBP=001EF7DC ESI=013E2CF6 EDI=001EF704 EFLAG=00000206
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=00000000 EDX=0133C2E4 EBX=5723BD3A ESP=001EF704 EBP=001EF7DC ESI=013E2CF7 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000024 ECX=00000000 EDX=76D341B5 EBX=5723BD16 ESP=001EF704 EBP=001EF7D8 ESI=013E2CF8 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=76D341B5 EBX=5723BD16 ESP=001EF704 EBP=001EF7D8 ESI=013E2CF8 EDI=001EF704 EFLAG=00000206
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=00000000 EDX=0133AF16 EBX=5723BDCC ESP=001EF704 EBP=001EF7D8 ESI=013E2CF9 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=80E00110 ECX=00000000 EDX=0133AF16 EBX=D643BCBC ESP=001EF704 EBP=001EF7D4 ESI=013E2CFD EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0133AF16 EBX=D643BCBC ESP=001EF704 EBP=001EF7D4 ESI=013E2CFD EDI=001EF704 EFLAG=00000202
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000043 ECX=00000000 EDX=0133ADCC EBX=D643BC79 ESP=001EF704 EBP=001EF7D4 ESI=013E2CFE EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7D4 ECX=00000000 EDX=0133ADCC EBX=D643BC79 ESP=001EF704 EBP=001EF7D0 ESI=013E2CFE EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0133ADCC EBX=D643BC79 ESP=001EF704 EBP=001EF7D0 ESI=013E2CFE EDI=001EF704 EFLAG=00000212
SeqID:00000012 0133BB24->0133C12C                                                  EAX=00000009 ECX=00000000 EDX=0133BB24 EBX=D643BC70 ESP=001EF704 EBP=001EF7D0 ESI=013E2CFF EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000008 ECX=00000000 EDX=0133BB24 EBX=D643BC78 ESP=001EF704 EBP=001EF7CC ESI=013E2D00 EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0133BB24 EBX=D643BC78 ESP=001EF704 EBP=001EF7CC ESI=013E2D00 EDI=001EF704 EFLAG=00000206
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=00000000 EDX=0133AF16 EBX=D643BC2E ESP=001EF704 EBP=001EF7CC ESI=013E2D01 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=2BA9F8BE ECX=00000000 EDX=0133AF16 EBX=AA99C370 ESP=001EF704 EBP=001EF7C8 ESI=013E2D05 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0133AF16 EBX=AA99C370 ESP=001EF704 EBP=001EF7C8 ESI=013E2D05 EDI=001EF704 EFLAG=00000206
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=00000000 EDX=0133AF16 EBX=AA99C326 ESP=001EF704 EBP=001EF7C8 ESI=013E2D06 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=FFBED8D0 ECX=00000000 EDX=0133AF16 EBX=AADAEA56 ESP=001EF704 EBP=001EF7C4 ESI=013E2D0A EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0133AF16 EBX=AADAEA56 ESP=001EF704 EBP=001EF7C4 ESI=013E2D0A EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=00000000 EDX=0133AF16 EBX=AADAEA0C ESP=001EF704 EBP=001EF7C4 ESI=013E2D0B EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=E83B7ED1 ECX=00000000 EDX=0133AF16 EBX=C29F6B3B ESP=001EF704 EBP=001EF7C0 ESI=013E2D0F EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0133AF16 EBX=C29F6B3B ESP=001EF704 EBP=001EF7C0 ESI=013E2D0F EDI=001EF704 EFLAG=00000216
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=00000000 EDX=0133ADCC EBX=C29F6B04 ESP=001EF704 EBP=001EF7C0 ESI=013E2D10 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7C0 ECX=00000000 EDX=0133ADCC EBX=C29F6B04 ESP=001EF704 EBP=001EF7BC ESI=013E2D10 EDI=001EF704 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0133ADCC EBX=C29F6B04 ESP=001EF704 EBP=001EF7BC ESI=013E2D10 EDI=001EF704 EFLAG=00000202
SeqID:00000011 0133B2E0->0133BDCB                                                  EAX=00000082 ECX=00000000 EDX=0133B2E0 EBX=C29F6B82 ESP=001EF704 EBP=001EF7BC ESI=013E2D11 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001E7ED1 ECX=00000000 EDX=0133B2E0 EBX=C29F6B82 ESP=001EF704 EBP=001EF7BE ESI=013E2D11 EDI=001EF704 EFLAG=00000206
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=000000C2 ECX=00000000 EDX=0133AF16 EBX=C29F6BC0 ESP=001EF704 EBP=001EF7BE ESI=013E2D12 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=1C2A4080 ECX=00000000 EDX=0133AF16 EBX=A6752B40 ESP=001EF704 EBP=001EF7BA ESI=013E2D16 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0133AF16 EBX=A6752B40 ESP=001EF704 EBP=001EF7BA ESI=013E2D16 EDI=001EF704 EFLAG=00000206
SeqID:00000012 0133BB24->0133C12C                                                  EAX=00000009 ECX=00000000 EDX=0133BB24 EBX=A6752B37 ESP=001EF704 EBP=001EF7BA ESI=013E2D17 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000000A ECX=00000000 EDX=0133BB24 EBX=A6752B3D ESP=001EF704 EBP=001EF7B6 ESI=013E2D18 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0133BB24 EBX=A6752B3D ESP=001EF704 EBP=001EF7B6 ESI=013E2D18 EDI=001EF704 EFLAG=00000202
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=00000000 EDX=0133ADCC EBX=A6752B06 ESP=001EF704 EBP=001EF7B6 ESI=013E2D19 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7B6 ECX=00000000 EDX=0133ADCC EBX=A6752B06 ESP=001EF704 EBP=001EF7B2 ESI=013E2D19 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0133ADCC EBX=A6752B06 ESP=001EF704 EBP=001EF7B2 ESI=013E2D19 EDI=001EF704 EFLAG=00000212
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000018 ECX=00000000 EDX=0133AFB0 EBX=A6752BEE ESP=001EF704 EBP=001EF7B2 ESI=013E2D1A EDI=001EF704 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=001EF7B6 ECX=00000000 EDX=0133AFB0 EBX=A6752BEE ESP=001EF704 EBP=001EF7B2 ESI=013E2D1A EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF7B6 ECX=00000000 EDX=0133AFB0 EBX=A6752BEE ESP=001EF704 EBP=001EF7B2 ESI=013E2D1A EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=00000000 EDX=00000216 EBX=A6752B85 ESP=001EF704 EBP=001EF7B6 ESI=013E2D1C EDI=001EF704 EFLAG=00000202
SeqID:00000009 0133CF4A->0133BBB2                                                  EAX=0000003D ECX=00000000 EDX=0133CF4A EBX=A6752B48 ESP=001EF704 EBP=001EF7B6 ESI=013E2D1D EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF7C0 ECX=00000000 EDX=1C2A4080 EBX=A6752B48 ESP=001EF704 EBP=001EF7BE ESI=013E2D1D EDI=001EF704 EFLAG=00000206
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=00000020 ECX=00000000 EDX=0133BD36 EBX=A6752B28 ESP=001EF704 EBP=001EF7BE ESI=013E2D1E EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000001C ECX=00000000 EDX=01337ED1 EBX=A6752B0C ESP=001EF704 EBP=001EF7C0 ESI=013E2D1F EDI=001EF704 EFLAG=00000216
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=00000000 EDX=0133C2E4 EBX=A6752B58 ESP=001EF704 EBP=001EF7C0 ESI=013E2D20 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000034 ECX=00000000 EDX=0009E208 EBX=A6752B24 ESP=001EF704 EBP=001EF7BC ESI=013E2D21 EDI=001EF704 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=0009E208 EBX=A6752B24 ESP=001EF704 EBP=001EF7BC ESI=013E2D21 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=00000000 EDX=0009E208 EBX=A6752BA7 ESP=001EF704 EBP=001EF7C0 ESI=013E2D23 EDI=001EF704 EFLAG=00000216
SeqID:00000014 0133BED9->0133BAA0                                                  EAX=00000057 ECX=00000000 EDX=0133BED9 EBX=A6752B50 ESP=001EF704 EBP=001EF7C0 ESI=013E2D24 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0041272F ECX=00000000 EDX=0041272F EBX=A6752B50 ESP=001EF704 EBP=001EF7C0 ESI=013E2D24 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000001C ECX=00000000 EDX=00000202 EBX=A6752BD9 ESP=001EF704 EBP=001EF7C4 ESI=013E2D26 EDI=001EF704 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=00000000 EDX=0133C2E4 EBX=A6752B25 ESP=001EF704 EBP=001EF7C4 ESI=013E2D27 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000003C ECX=00000000 EDX=00F30000 EBX=A6752BE9 ESP=001EF704 EBP=001EF7C0 ESI=013E2D28 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=00F30000 EBX=A6752BE9 ESP=001EF704 EBP=001EF7C0 ESI=013E2D28 EDI=001EF704 EFLAG=00000216
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000018 ECX=00000000 EDX=0133AFB0 EBX=A6752BD1 ESP=001EF704 EBP=001EF7C0 ESI=013E2D29 EDI=001EF704 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00F30000 ECX=00000000 EDX=0133AFB0 EBX=A6752BD1 ESP=001EF704 EBP=001EF7C0 ESI=013E2D29 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00F30000 ECX=00000000 EDX=0133AFB0 EBX=A6752BD1 ESP=001EF704 EBP=001EF7C0 ESI=013E2D29 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000001C ECX=00000000 EDX=00000202 EBX=A6752BC7 ESP=001EF704 EBP=001EF7C4 ESI=013E2D2B EDI=001EF704 EFLAG=00000202
SeqID:00000013 0133AF00->0133CDFE                                                  EAX=00000049 ECX=00000000 EDX=0133AF00 EBX=A6752B7E ESP=001EF704 EBP=001EF7C4 ESI=013E2D2C EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=07EF897B ECX=00000000 EDX=0133AF00 EBX=A6752B7E ESP=001EF704 EBP=001EF7C4 ESI=013E2D2C EDI=001EF704 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000018 ECX=00000000 EDX=0133AFB0 EBX=A6752B66 ESP=001EF704 EBP=001EF7C4 ESI=013E2D2D EDI=001EF704 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=07EF897B ECX=00000000 EDX=0133AFB0 EBX=A6752B66 ESP=001EF704 EBP=001EF7C4 ESI=013E2D2D EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=07EF897B ECX=00000000 EDX=0133AFB0 EBX=A6752B66 ESP=001EF704 EBP=001EF7C4 ESI=013E2D2D EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000010 ECX=00000000 EDX=00000216 EBX=A6752BA0 ESP=001EF704 EBP=001EF7C8 ESI=013E2D2F EDI=001EF704 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=00000000 EDX=0133C2E4 EBX=A6752BEC ESP=001EF704 EBP=001EF7C8 ESI=013E2D30 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000002C ECX=00000000 EDX=00000001 EBX=A6752BC0 ESP=001EF704 EBP=001EF7C4 ESI=013E2D31 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=00000000 EDX=00000001 EBX=A6752BC0 ESP=001EF704 EBP=001EF7C4 ESI=013E2D31 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0001067A ECX=8D202201 EDX=0FABFBFF EBX=A6752BB5 ESP=001EF704 EBP=001EF7B8 ESI=013E2D32 EDI=001EF704 EFLAG=00000287
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0FABFBFF EBX=A6752BB5 ESP=001EF704 EBP=001EF7B8 ESI=013E2D32 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000008 ECX=8D202201 EDX=0FABFBFF EBX=A6752BBF ESP=001EF704 EBP=001EF7BC ESI=013E2D34 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000010 ECX=8D202201 EDX=8D202201 EBX=A6752B5A ESP=001EF704 EBP=001EF7C0 ESI=013E2D36 EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000001C ECX=8D202201 EDX=00010800 EBX=A6752B87 ESP=001EF704 EBP=001EF7C4 ESI=013E2D38 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000034 ECX=8D202201 EDX=0001067A EBX=A6752BF8 ESP=001EF704 EBP=001EF7C8 ESI=013E2D3A EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000008A ECX=8D202201 EDX=0133AF16 EBX=A6752B6E ESP=001EF704 EBP=001EF7C8 ESI=013E2D3B EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=D30FACCA ECX=8D202201 EDX=0133AF16 EBX=D3657EA4 ESP=001EF704 EBP=001EF7C4 ESI=013E2D3F EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=D3657EA4 ESP=001EF704 EBP=001EF7C4 ESI=013E2D3F EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000008A ECX=8D202201 EDX=0133AF16 EBX=D3657E1A ESP=001EF704 EBP=001EF7C4 ESI=013E2D40 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=C62C20D4 ECX=8D202201 EDX=0133AF16 EBX=0D395D46 ESP=001EF704 EBP=001EF7C0 ESI=013E2D44 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=0D395D46 ESP=001EF704 EBP=001EF7C0 ESI=013E2D44 EDI=001EF704 EFLAG=00000216
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=0D395D92 ESP=001EF704 EBP=001EF7C0 ESI=013E2D45 EDI=001EF704 EFLAG=00000206
